ORF,Gene,Description,Control Median,Control STD,control Localization,DTT Median,DTT STD,DTT FoldChange,Significance DTT,DTT Localization,H2O2 Median,H2O2 STD,H2O2 FoldChange,Significance H2O2,H2O2 Localization,Starvation Median,Starvation STD,Starvation FoldChange,Significance Starvation ,Starvation Localization,Pup2-DAmP,MA3 Median,MA3 STD,MA3 FoldChange,Significance MA3 ,MA3 Localization
YHR121W,LSM12,Protein of unknown function that may function in RNA processing; interacts with Pbp1p and Pbp4p and associates with ribosomes; contains an RNA-binding LSM domain and an AD domain; GFP-fusion protein is induced by the DNA-damaging agent MMS,36.08,7.760083957,cytosol,29.55,9.55,0.81,0,cytosol,27.22,7.67,0.75,0,cytosol,19.84,6.44,0.54,0,cytosol,cytosol,33.1289195,5.981296963,0.917983341,0,cytosol
YPL011C,TAF3,"TFIID subunit (47 kDa), involved in promoter binding and RNA polymerase II transcription initiation",31.17,7.265964561,nucleus,NA,NA,NA,0,nucleus,32.17,8.05,1.03,0,nucleus,32.86,6.02,1.05,0,nucleus,nucleus,30.8633355,3.951682639,0.989976973,0,nucleus
YDR186C,YDR186C,"Putative protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm",30.11,6.97266035,cytosol,25.08,9.38,0.83,0,cytosol,28.53,5.62,0.94,0,cytosol,19.53,3.83,0.64,0,cytosol,cytosol,32.15581675,5.578031459,1.067858447,0,cytosol
YPL139C,UME1,"Negative regulator of meiosis, required for repression of a subset of meiotic genes during vegetative growth, binding of histone deacetylase Rpd3p required for activity, contains a NEE box and a WD repeat motif; homologous with Wtm1p, Wtm2p",26.43,6.551501013,nucleus,25.52,9.8,0.96,0,nucleus,30.22,5.75,1.14,0,nucleus,33.5,5.69,1.26,0,nucleus,nucleus,29.966155,7.378917767,1.133673447,0,nucleus
YPR067W,ISA2,"Protein required for maturation of mitochondrial and cytosolic Fe/S proteins, localizes to the mitochondrial intermembrane space, overexpression of ISA2 suppresses grx5 mutations",32.07,6.3626673,mitochondria,31.84,10.95,0.99,0,mitochondria,29.3,5.51,0.91,0,mitochondria,46.89,6.29,1.46,1,mitochondria,mitochondria,33.24924425,7.993606391,1.036334083,0,mitochondria
YBL046W,PSY4,Putative regulatory subunit of an evolutionarily conserved protein phosphatase; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; required for cisplatin resistance; homolog of mammalian R2,35.11,8.721439539,nucleus,34.66,11.31,0.98,0,nucleus,36.87,5.87,1.05,0,nucleus,23.78,4.59,0.67,-1,nucleus,nucleus,36.368101,8.394701904,1.035638599,0,nucleus
YLR144C,ACF2,"Intracellular beta-1,3-endoglucanase, expression is induced during sporulation; may have a role in cortical actin cytoskeleton assembly",29.93,6.982705468,cytosol,29.68,9.08,0.99,0,cytosol,29.55,5.84,0.98,0,cytosol,27.11,4.36,0.9,0,cytosol,cytosol,29.5604575,6.378014026,0.987273009,0,cytosol
YPL270W,MDL2,"Mitochondrial inner membrane half-type ATP-binding cassette (ABC) transporter, required for respiratory growth at high temperature; similar to human TAP1 and TAP2 implicated in bare lymphocyte syndrome and Wegener-like granulomatosis",28.98,8.742401676,mitochondria,31.78,10.36,1.09,0,mitochondria,29.96,5.37,1.03,0,vacuole membrane,40.08,7.3,1.38,1,mitochondria,mitochondria,23.953003,3.644136713,0.826259726,0,mitochondria
YOR274W,MOD5,"Delta 2-isopentenyl pyrophosphate:tRNA isopentenyl transferase, required for biosynthesis of the modified base isopentenyladenosine in mitochondrial and cytoplasmic tRNAs; gene is nuclear and encodes two isozymic forms",31.62,7.291124319,nucleus,31.62,9.95,1,0,nucleus,32.52,5.07,1.02,0,nucleus,30.51,4.85,0.96,0,nucleus,nucleus,30.6134055,4.966683993,0.968011743,0,nucleus
YDR059C,UBC5,"Ubiquitin-conjugating enzyme that mediates selective degradation of short-lived, abnormal, or excess proteins, including histone H3; central component of the cellular stress response; expression is heat inducible",29.31,8.923979289,cytosol,22.97,12.13,0.78,0,cytosol,30.8,8.29,1.05,0,cytosol,64.83,13.85,2.21,1,cytosol,cytosol,28.85554875,5.981974831,0.984336789,0,cytosol
YGL108C,YGL108C,"Protein of unknown function, predicted to be palmitoylated; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery",33.64,7.22449592,cell periphery,32.73,12.91,0.97,0,cell periphery,26.87,5.62,0.79,0,cell periphery,54.73,7.65,1.62,1,cell periphery,cell periphery,28.271056,4.340034489,0.840196532,0,cell periphery
YPL057C,SUR1,"Probable catalytic subunit of a mannosylinositol phosphorylceramide (MIPC) synthase, forms a complex with probable regulatory subunit Csg2p; function in sphingolipid biosynthesis is overlapping with that of Csh1p",26.47,10.63227224,vacuole,57.33,31.95,2.16,1,vacuole,22.01,4.89,0.83,0,vacuole,47.21,6.58,1.78,1,vacuole,vacuole,26.764986,7.857579687,1.010590839,0,vacuole
YBR253W,SRB6,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation,26.22,7.481727014,nucleus,32.54,9.23,1.24,0,nucleus,33.09,7.44,1.26,0,nucleus,35.18,6.03,1.34,1,nucleus,nucleus,24.4658255,4.149504055,0.932910836,0,nucleus
YIL057C,RGI2,Putative protein of unknown function; expression induced under carbon limitation and repressed under high glucose,20.86,6.216415682,below threshold,15.3,6.7,0.73,0,cytosol,18.02,4.24,0.86,0,cytosol,18.62,4.95,0.89,0,cytosol,below threshold,26.4914975,8.880828519,1.269616038,0,below threshold
YDL234C,GYP7,"GTPase-activating protein for yeast Rab family members including: Ypt7p (most effective), Ypt1p, Ypt31p, and Ypt32p (in vitro); involved in vesicle mediated protein trafficking",29.53,6.896497143,punctate:cytosol,61.85,24.49,2.09,1,"punctate,cytosol",31.85,6.81,1.07,0,"punctate,cytosol",NA,NA,NA,0,punctate changed,punctate:cytosol,34.32905875,8.938526989,1.162208,0,punctate:cytosol
YGR072W,UPF3,"Component of the nonsense-mediated mRNA decay (NMD) pathway, along with Nam7p and Nmd2p; involved in decay of mRNA containing nonsense codons; involved in telomere maintenance",31.84,6.116832011,cytosol,23.77,6.4,0.74,0,cytosol,26.54,4.37,0.83,0,cytosol,34.78,8.51,1.09,0,cytosol,cytosol,27.0848505,2.701710871,0.850403998,0,cytosol
YBR003W,COQ1,"Hexaprenyl pyrophosphate synthetase, catalyzes the first step in ubiquinone (coenzyme Q) biosynthesis",31.61,10.83560429,mitochondria,30.05,13.65,0.95,0,mitochondria,31.35,5.92,0.99,0,mitochondria,35.27,7.56,1.11,0,mitochondria,mitochondria,26.78837525,4.478170388,0.847346752,0,mitochondria
YIR001C,SGN1,"Cytoplasmic RNA-binding protein, contains an RNA recognition motif (RRM); may have a role in mRNA translation, as suggested by genetic interactions with genes encoding proteins involved in translational initiation",30.04,8.352906811,cytosol,34.49,12.9,1.14,0,cytosol,19.72,5.22,0.65,0,cytosol,37.41,6.79,1.24,0,cytosol,cytosol,31.29667175,5.486770228,1.041462459,0,cytosol
YIL084C,SDS3,"Component of the Rpd3p/Sin3p deacetylase complex required for its structural integrity and catalytic activity, involved in transcriptional silencing and required for sporulation; cells defective in SDS3 display pleiotropic phenotypes",29.91,8.110332898,nucleus,30.67,7.99,1.02,0,nucleus,31.97,6.09,1.06,0,nucleus,30.94,4.35,1.03,0,nucleus,nucleus,33.42538475,6.185945544,1.117090462,0,nucleus
YKL059C,MPE1,"Essential conserved subunit of CPF (cleavage and polyadenylation factor), plays a role in 3' end formation of mRNA via the specific cleavage and polyadenylation of pre-mRNA, contains a putative RNA-binding zinc knuckle motif",32.55,8.527801826,nucleus,35.74,10.64,1.09,0,nucleus,42.1,8.31,1.29,0,nucleus,31.85,4.71,0.97,0,nucleus,nucleus,33.2837805,6.725041756,1.022267623,0,nucleus
YDR298C,ATP5,"Subunit 5 of the stator stalk of mitochondrial F1F0 ATP synthase, which is an evolutionarily conserved enzyme complex required for ATP synthesis; homologous to bovine subunit OSCP (oligomycin sensitivity-conferring protein); phosphorylated",25.17,9.590542163,punctate,22.8,10.42,0.9,0,punctate,25.11,7.4,0.99,0,punctate,25.21,6.88,1,0,punctate,punctate,24.8494725,3.6583483,0.9868929,0,punctate
YMR231W,PEP5,Component of CORVET tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p,27.1,7.959478664,punctate,28.37,8.89,1.04,0,punctate,28.13,7.41,1.03,0,punctate,38.08,7.94,1.4,1,punctate,punctate,21.52019125,2.690284901,0.793959221,0,punctate
YFL007W,BLM10,"Proteasome activator subunit; found in association with core particles, with and without the 19S regulatory particle; required for resistance to bleomycin, may be involved in protecting against oxidative damage; similar to mammalian PA200",24.57,7.193794905,nucleus,23.09,6.51,0.93,0,nucleus,24.6,7.52,1,0,nucleus,NA,NA,NA,0,nucleus,nucleus,18.3751325,3.440976855,0.7474659,0,nucleus
YHR009C,TDA3,Putative protein of unknown function; not an essential gene,28.81,7.362509264,cytosol,35.81,12,1.24,0,cytosol,28.61,4.37,0.99,0,cytosol,28.69,5.91,0.99,0,cytosol,cytosol,33.324236,4.092019357,1.156300997,0,cytosol
YFL047W,RGD2,GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p,NA,7.605417885,cytosol:bud neck,22.04,9.58,0.65,-1,"cytosol,bud neck",34.52,5.78,1.03,0,"cytosol,bud neck",NA,NA,NA,0,punctate,cytosol:bud neck,36.601817,4.348803013,1.093252227,0,cytosol:bud neck
YJR046W,TAH11,"DNA replication licensing factor, required for pre-replication complex assembly",25.68,7.014485977,nucleus,26.58,8.72,1.03,0,nucleus,29.94,6.1,1.16,0,nucleus,19.08,2.29,0.74,-1,nucleus,nucleus,27.4646415,4.235226846,1.069107595,0,nucleus
YML114C,TAF8,"TFIID subunit (65 kDa), involved in RNA polymerase II transcription initiation",26.66,7.077019317,nucleus,32.54,10.94,1.22,0,nucleus,28.3,5.91,1.06,0,nucleus,23.83,6.36,0.89,0,nucleus,nucleus,24.092185,2.761894379,0.903442011,0,nucleus
YER161C,SPT2,"Protein involved in negative regulation of transcription; required for RNA polyadenylation; exhibits regulated interactions with both histones and SWI-SNF components, has similarity to mammalian HMG1 proteins",34.86,8.662165693,nucleus,33.32,8.68,0.95,0,nucleus,32.68,5.88,0.93,0,nucleus,26.6,5.42,0.76,0,nucleus,nucleus,37.04129325,9.937465865,1.06243894,0,nucleus
YFR047C,BNA6,"Quinolinate phosphoribosyl transferase, required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p",30.31,9.174535497,cytosol,43.75,17.97,1.44,1,cytosol,33.56,7.15,1.1,0,cytosol,49.71,8.12,1.64,1,cytosol,cytosol,30.050696,5.805722521,0.991234,0,cytosol
YLL040C,VPS13,"Protein of unknown function; heterooligomeric or homooligomeric complex; peripherally associated with membranes; homologous to human COH1; involved in sporulation, vacuolar protein sorting and protein-Golgi retention",32.31,7.704405578,cytosol,30.86,9.88,0.95,0,cytosol,29.36,5.53,0.9,0,cytosol,32.79,5.09,1.01,0,cytosol,cytosol,29.816822,6.180253324,0.922677068,0,cytosol
YLR275W,SMD2,"Core Sm protein Sm D2; part of heteroheptameric complex (with Smb1p, Smd1p, Smd3p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm D2",35.9,8.907721395,nucleus,23.15,8.44,0.64,-1,nucleus,24.28,4.61,0.67,-1,nucleus,28.04,5.43,0.78,0,nucleus,nucleus,NA,NA,NA,NA,nucleus
YDL019C,OSH2,"Member of an oxysterol-binding protein family with seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability",32.11,6.9724686,cell periphery,NA,NA,NA,0,technical problem,37.78,6.17,1.17,0,cell periphery,55.94,6.66,1.74,1,cell periphery,cell periphery,37.6253435,4.902146574,1.171385507,0,cell periphery
YOR077W,RTS2,"Basic zinc-finger protein, similar to human and mouse Kin17 proteins which are chromatin-associated proteins involved in UV response and DNA replication",33.44,6.789060904,cytosol,31.9,11.58,0.95,0,cytosol,29.26,5.35,0.87,0,cytosol,27.3,4.87,0.81,0,cytosol,cytosol,28.69460325,4.334603227,0.857898342,0,cytosol
YJL084C,ALY2,"Protein proposed to regulate the endocytosis of plasma membrane proteins; interacts with the cyclin Pcl7p and ubiquitin ligase Rsp5p; phosphorylated by the cyclin-CDK complex, Pcl7p-Pho85p; mRNA is cell cycle regulated, peaking in M phase",28.89,5.796720131,cytosol,30.88,8.83,1.06,0,cytosol,33.99,6.17,1.17,0,cytosol,29.67,5.86,1.02,0,cytosol,cytosol,34.251585,3.956426561,1.185481839,0,cytosol
YNL097C,PHO23,"Probable component of the Rpd3 histone deacetylase complex, involved in transcriptional regulation of PHO5; C-terminus has similarity to human candidate tumor suppressor p33(ING1) and its isoform ING3",28.98,8.038738611,nucleus,26.87,7.86,0.92,0,nucleus,32.08,6.2,1.1,0,nucleus,39.26,5.84,1.35,1,nucleus,nucleus,27.85761825,4.197240948,0.961147807,0,nucleus
YAL017W,PSK1,One of two (see also PSK2) PAS domain containing S/T protein kinases; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status,25.2,5.624202171,cytosol,28.65,15.94,1.13,0,cytosol,29.16,6.23,1.15,0,cytosol,25.89,3.72,1.02,0,cytosol,cytosol,31.1758115,4.113973955,1.236841161,0,cytosol
YBR110W,ALG1,"Mannosyltransferase, involved in asparagine-linked glycosylation in the endoplasmic reticulum (ER); essential for viability, mutation is functionally complemented by human ortholog",26.44,7.756168993,ER,28.63,10.46,1.08,0,ER,27.64,3.48,1.04,0,ER,29.3,5.75,1.1,0,ER,ER,24.135398,3.474862728,0.912647482,0,ER
YMR076C,PDS5,"Protein required for establishment and maintenance of sister chromatid condensation and cohesion, colocalizes with cohesin on chromosomes, may function as a protein-protein interaction scaffold; also required during meiosis",33.24,8.805636239,nucleus,NA,NA,NA,0,vacuole,33.24,7.2,1,0,nucleus,19.71,3.5,0.59,-1,nucleus,nucleus,34.91231725,6.833892526,1.050188449,0,nucleus
YFR014C,CMK1,"Calmodulin-dependent protein kinase; may play a role in stress response, many CA++/calmodulan dependent phosphorylation substrates demonstrated in vitro, amino acid sequence similar to Cmk2p and mammalian Cam Kinase II",26.56,7.070678709,cytosol,35.99,12.83,1.35,1,cytosol,35.74,6.36,1.34,1,cytosol,42.06,7.85,1.58,0,cytosol,cytosol,27.8276675,4.741841489,1.047232646,0,cytosol
YML091C,RPM2,"Protein subunit of mitochondrial RNase P, has roles in nuclear transcription, cytoplasmic and mitochondrial RNA processing, and mitochondrial translation; distributed to mitochondria, cytoplasmic processing bodies, and the nucleus",35.69,9.677858762,mitochondria,31.32,11.9,0.87,0,mitochondria,38.83,9.41,1.08,0,mitochondria,27.56,5.69,0.77,0,mitochondria,mitochondria,44.5282335,8.79694944,1.247300459,0,mitochondria
YNL119W,NCS2,Protein required for thiolation of the uridine at the wobble position of Lys(UUU) and Glu(UUC) tRNAs; has a role in urmylation and in invasive and pseudohyphal growth; inhibits replication of Brome mosaic virus in S. cerevisiae,29.55,7.034410397,cytosol,25.05,7.63,0.84,0,cytosol,29.04,4.54,0.98,0,cytosol,16.35,2.79,0.55,0,cytosol,cytosol,31.8253685,3.563343963,1.07671496,0,cytosol
YJR064W,CCT5,"Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo",31.52,8.590271249,cytosol,29.43,8.38,0.93,0,cytosol,31.17,5.52,0.98,0,cytosol,26.99,4.61,0.85,0,cytosol,cytosol,34.395321,5.067146887,1.090867123,0,cytosol
YBR265W,TSC10,"3-ketosphinganine reductase, catalyzes the second step in phytosphingosine synthesis, essential for growth in the absence of exogenous dihydrosphingosine or phytosphingosine, member of short chain dehydrogenase/reductase protein family",25.73,6.908462526,ER,23.51,7.06,0.91,0,ER,25.41,6.2,0.98,0,ER,27.73,5.25,1.07,0,ER,ER,19.529375,3.036053184,0.758868427,0,ER
YPL067C,YPL067C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YPL067C is not an essential gene,30.95,8.145998335,cytosol,32.45,16.26,1.04,0,cytosol,24.78,5.4,0.8,0,cytosol,29.75,6.78,0.96,0,cytosol,cytosol,29.890317,4.556075833,0.965521103,0,cytosol
YJL074C,SMC3,"Subunit of the multiprotein cohesin complex required for sister chromatid cohesion in mitotic cells; also required, with Rec8p, for cohesion and recombination during meiosis; phylogenetically conserved SMC chromosomal ATPase family member",34.53,9.33842433,nucleus,31.1,13.25,0.9,0,nucleus,34.13,7.57,0.98,0,nucleus,24.21,5.61,0.7,-1,nucleus,nucleus,30.2056685,6.380324735,0.874566641,0,nucleus
YJR067C,YAE1,"Protein of unknown function, essential for growth under standard (aerobic) conditions but not under anaerobic conditions",33.33,7.330370297,cytosol,26.47,9.92,0.79,0,cytosol,29.65,6.86,0.88,0,cytosol,26.76,5.27,0.8,0,cytosol,cytosol,27.495477,2.610717831,0.82482477,0,cytosol
YOL093W,TRM10,"tRNA methyltransferase, methylates the N-1 position of guanosine in tRNAs",34.9,10.35522655,nucleus,28.81,10.5,0.82,0,nucleus,34.49,5.75,0.98,0,nucleus,27.29,7.54,0.78,0,nucleus,nucleus,33.2267305,4.515850428,0.951726383,0,nucleus
YHR122W,YHR122W,"Protein of unknown function required for establishment of sister chromatid cohesion; synthetically lethal with RFC5, an RF-C subunit that links replication to cohesion establishment; YHR122W is an essential gene",34.23,6.957142203,cytosol,31.85,9.52,0.93,0,cytosol,29.41,5.48,0.85,0,cytosol,25.97,3.81,0.75,0,cytosol,cytosol,34.210505,3.661360254,0.99916701,0,cytosol
YJL146W,IDS2,"Protein involved in modulation of Ime2p activity during meiosis, appears to act indirectly to promote Ime2p-mediated late meiotic functions; found in growing cells and degraded during sporulation",29.74,7.288376673,nucleus,30.14,12.57,1.01,0,nucleus,27.58,5.09,0.92,0,nucleus,29.05,4.97,0.97,0,nucleus,nucleus,27.566975,4.246966948,0.926781731,0,nucleus
YIL153W,RRD1,"Peptidyl-prolyl cis/trans-isomerase, activator of the phosphotyrosyl phosphatase activity of PP2A; involved in G1 phase progression, microtubule dynamics, bud morphogenesis and DNA repair; subunit of the Tap42p-Sit4p-Rrd1p complex",29.32,7.402299436,cytosol,35.71,9.78,1.21,0,cytosol,29.68,6.13,1.01,0,cytosol,48.8,6.74,1.66,1,cytosol,cytosol,29.91709075,5.040423097,1.020016984,0,cytosol
